PATIENT,Cancer_Diagnosis_1,Outpatient_Sum,Checkup_Sum,Emergency_Sum,Hospital_Sum,BIRTHDATE,DEATHDATE,SSN,DRIVERS,PASSPORT,PREFIX,FIRST,LAST,SUFFIX,MAIDEN,MARITAL,RACE,ETHNICITY,GENDER,BIRTHPLACE,ADDRESS,DESCRIPTION_1,DESCRIPTION_2,DESCRIPTION_3,DESCRIPTION_4,DESCRIPTION_5,DESCRIPTION_6,DESCRIPTION_7,DESCRIPTION_8,DESCRIPTION_9,DESCRIPTION_10,DESCRIPTION_11,DESCRIPTION_12,DESCRIPTION_13,DESCRIPTION_14,DESCRIPTION_15,DESCRIPTION_16,DESCRIPTION_17,DIAG_YEAR_1,DIAG_YEAR_2,DIAG_YEAR_3,DIAG_YEAR_4,DIAG_YEAR_5,DIAG_YEAR_6,DIAG_YEAR_7,DIAG_YEAR_8,DIAG_YEAR_9,DIAG_YEAR_10,DIAG_YEAR_11,DIAG_YEAR_12,DIAG_YEAR_13,DIAG_YEAR_14,DIAG_YEAR_15,DIAG_YEAR_16,DIAG_YEAR_17,BIRTHYEAR,DEATHYEAR,AGE,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),Normal pregnancy,Otitis media,Streptococcal sore throat (disorder),Prediabetes,Sprain of ankle,Chronic sinusitis (disorder),Hypertension,Polyp of colon,Sinusitis (disorder),Acute bacterial sinusitis (disorder),Whiplash injury to neck,Concussion with no loss of consciousness,Coronary Heart Disease,Sprain of wrist,Escherichia coli urinary tract infection,Fracture of clavicle,Osteoporosis (disorder),Diabetes
55c96ecc-a214-4f5d-9ebd-67c7988039bc,0.0,5,1,0,0,1994-11-28,,999-79-8414,S99986237,false,Mr.,Palma73,Jerde911,,,,white,polish,M,Westwood MA US,85960 Thelma Union Revere MA 02151 US,Acute bronchitis (disorder),Acute bronchitis (disorder),Injury of tendon of the rotator cuff of shoulder,,,,,,,,,,,,,,,2010.0,2013.0,2014.0,,,,,,,,,,,,,,,1994.0,,22.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d9c8fc38-7e3c-4ef8-873d-fc9ed39cbcd5,0.0,3,0,0,0,1971-02-18,,999-81-2262,S99927223,X60654045X,Mr.,Dillon218,Runolfsdottir792,,,S,white,russian,M,Fall River MA US,614 Ashlee Expressway Apt. 285 Northbridge MA 01534 US,Viral sinusitis (disorder),Diabetes,,,,,,,,,,,,,,,,2012.0,2015.0,,,,,,,,,,,,,,,,1971.0,,45.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
09796212-3355-4b77-b5c2-598dae09f369,0.0,1,0,0,0,1983-01-30,,999-64-9080,S99936176,X61329689X,Mrs.,Andreanne985,Sporer577,,Ward203,M,white,french,F,Boston MA US,416 Hahn Squares Webster MA 01570 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2015.0,,,,,,,,,,,,,,,,,1983.0,,33.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ce14629-1a75-4918-9f07-e00110cb6977,0.0,6,2,0,0,1951-09-10,,999-74-4515,S99999802,X61300357X,Mrs.,Therese817,Abernathy958,,Jenkins170,M,white,scottish,F,Dennis MA US,90909 Gilberto Pines Peabody MA 01961 US,Viral sinusitis (disorder),Polyp of colon,,,,,,,,,,,,,,,,2010.0,2011.0,,,,,,,,,,,,,,,,1951.0,,65.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
dff03fee-ee2f-4860-8ea7-e5f06a966b58,0.0,6,0,1,0,1994-12-18,,999-85-6226,S99974618,false,Mr.,Lester530,Kreiger521,,,,white,scottish,M,Pepperell MA US,823 Hickle Rue Boston MA 02110 US,Sprain of wrist,Otitis media,Hypertension,Streptococcal sore throat (disorder),,,,,,,,,,,,,,2011.0,2012.0,2014.0,2015.0,,,,,,,,,,,,,,1994.0,,22.0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
9aed8ea7-7fd7-4200-b984-674ce65ed404,0.0,2,0,0,0,1976-02-06,,999-66-2994,S99924657,false,Ms.,Doug835,Tremblay501,,,S,white,portuguese,F,Townsend MA US,521 Danny Island Worcester MA 01608 US,Viral sinusitis (disorder),Viral sinusitis (disorder),Pulmonary emphysema (disorder),Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Escherichia coli urinary tract infection,,,,,,,,,,,,2011.0,2012.0,2012.0,2012.0,2013.0,2014.0,,,,,,,,,,,,1976.0,,40.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
41b54caf-a999-4c75-91c2-cc490fc08c12,0.0,3,0,0,2,1970-09-05,,999-56-9042,S99936282,X36353859X,Mrs.,Daniella354,Pagac842,,Hettinger459,M,white,french,F,Boston MA US,73332 Cremin Streets Apt. 107 Westfield MA 01085 US,Normal pregnancy,Normal pregnancy,,,,,,,,,,,,,,,,2010.0,2011.0,,,,,,,,,,,,,,,,1970.0,,46.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f35c25f4-96bf-4d62-b52a-e5a6e7dff945,0.0,11,0,0,0,2013-07-20,,999-26-5782,,,,Mafalda286,Rowe124,,,,white,swedish,M,Harvard MA US,26641 Sporer Well Suite 314 Methuen MA 01844 US,Streptococcal sore throat (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2014.0,2015.0,,,,,,,,,,,,,,,,2013.0,,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
71b01c7a-9682-4a20-8ea7-a29dd089c8ae,0.0,5,1,0,0,1956-03-04,,999-88-5011,S99988167,X82914805X,Mr.,Harry760,Gaylord52,,,M,black,african,M,Dedham MA US,1257 Dominic Branch Plymouth MA 02362 US,Viral sinusitis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2011.0,2011.0,2011.0,,,,,,,,,,,,,,,1956.0,,60.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
421c8a25-bfd7-4f68-8e56-25905b205f4e,0.0,3,0,0,0,1985-12-26,,999-15-2043,S99994050,X63078249X,Mr.,Weston908,Kuvalis347,,,S,white,irish,M,Carver MA US,28857 Bettie Harbor Suite 869 Abington MA 02351 US,Prediabetes,Chronic sinusitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2006.0,2008.0,2010.0,2015.0,,,,,,,,,,,,,,1985.0,,31.0,0,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0
dec148fa-1517-4d43-aff2-3b40482d07c0,0.0,7,2,0,0,1960-06-01,,999-13-2201,S99944130,X82321468X,Mr.,Erin640,Jast312,,,S,white,polish,M,Boston MA US,6034 Golden Grove Taunton MA 02783 US,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2013.0,2014.0,,,,,,,,,,,,,,,,1960.0,,56.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
489add60-230b-4c9f-8aec-c93580160ac7,0.0,6,0,1,0,2000-02-05,,999-55-7862,S99981418,,,Carmine85,Little579,,,,black,west_indian,F,Milton MA US,869 Harvey Pines Bedford MA 01730 US,Cardiac Arrest,History of cardiac arrest (situation),,,,,,,,,,,,,,,,2014.0,2014.0,,,,,,,,,,,,,,,,2000.0,,16.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f30af6bd-2735-462f-86ea-61724aa84465,0.0,5,0,1,0,1960-07-18,,999-74-9662,S99958859,X57359377X,Mrs.,Merle116,Beahan834,,Lueilwitz197,M,white,american,F,Marshfield MA US,970 Abbott Station Mansfield MA 02048 US,Sprain of ankle,Acute viral pharyngitis (disorder),Acute bacterial sinusitis (disorder),Chronic sinusitis (disorder),,,,,,,,,,,,,,2010.0,2010.0,2010.0,2010.0,,,,,,,,,,,,,,1960.0,,56.0,0,1,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
8ff34c4d-102d-4e71-9b21-2eb803de3dba,0.0,2,0,0,1,1986-02-16,,999-30-5142,S99918731,false,Ms.,Cristal468,Powlowski442,,,S,white,french,F,Framingham MA US,8990 Salvador Mission Worcester MA 01610 US,Normal pregnancy,Viral sinusitis (disorder),,,,,,,,,,,,,,,,2011.0,2014.0,,,,,,,,,,,,,,,,1986.0,,30.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24eb362a-689d-4954-b957-4516dd4e5a69,0.0,2,0,0,0,1985-09-04,,999-78-3016,S99913329,X37954759X,Mr.,Leda465,Block42,,,M,hispanic,puerto_rican,M,Braintree Town MA US,926 Gilberto Lights Somerset MA 02726 US,Acute viral pharyngitis (disorder),Osteoarthritis of knee,Viral sinusitis (disorder),,,,,,,,,,,,,,,2013.0,2013.0,2015.0,,,,,,,,,,,,,,,1985.0,,31.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41797181-e5bd-4d76-821e-b0e116070319,0.0,1,0,0,0,25/01/1984,,999-76-2864,S99939932,X51631065X,Mr.,Emilie869,Rosenbaum848,,,M,white,french,M,Boston MA US,2908 Gutkowski Junction Suite 978 Revere MA 02151 US,Viral sinusitis (disorder),Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2011.0,2014.0,2015.0,,,,,,,,,,,,,,,1984.0,,32.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c3f274ea-309f-47d0-acaf-a0ea636fa018,0.0,2,0,0,0,1988-10-13,,999-94-8854,S99932605,X58246467X,Mr.,Winnifred216,Jacobi364,,,M,hispanic,puerto_rican,M,Haverhill MA US,194 Gideon Motorway Suite 872 Fall River MA 02722 US,Hypertension,Diabetes,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2007.0,2012.0,2014.0,,,,,,,,,,,,,,,1988.0,,28.0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
b4522907-8091-4ceb-8b78-0fb06a9b1f6c,0.0,6,1,0,0,1953-10-03,,999-70-5980,S99936796,X26411320X,Ms.,Alverta645,Moen400,,,S,white,english,F,Maynard MA US,301 Sigurd Springs Boston MA 02241 US,Prediabetes,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2007.0,2015.0,,,,,,,,,,,,,,,,1953.0,,63.0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7be8468e-a5a9-4a39-a69f-9b149049d57c,0.0,5,1,2,0,1928-07-04,,999-74-2219,S99975887,X24731307X,Mrs.,Mark104,Murray55,,Dibbert873,M,hispanic,puerto_rican,F,Holliston MA US,631 Ozzie Loop West Newbury MA 01985 US,Acute bronchitis (disorder),Laceration of forearm,Acute viral pharyngitis (disorder),Fracture of ankle,Acute viral pharyngitis (disorder),Acute bacterial sinusitis (disorder),,,,,,,,,,,,2012.0,2012.0,2013.0,2015.0,2015.0,2015.0,,,,,,,,,,,,1928.0,,88.0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
03ce948a-302d-479f-87c6-581fd91f45e3,0.0,2,0,0,3,11/03/1987,,999-33-1449,S99958728,X63679040X,Mrs.,Kenny930,Keebler235,,Rutherford110,M,white,russian,F,Sudbury MA US,31837 Miller Springs Conway MA 01341 US,Viral sinusitis (disorder),Normal pregnancy,Normal pregnancy,Normal pregnancy,Preeclampsia,,,,,,,,,,,,,2011.0,2012.0,2013.0,2014.0,2015.0,,,,,,,,,,,,,1987.0,,29.0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
63c342a8-a9d2-4532-85f7-9f71bbbec17a,0.0,5,0,0,0,2005-10-21,,999-16-2444,,,,Rosa732,Goyette976,,,,white,irish,F,Leicester MA US,458 Julia Crescent Apt. 846 Springfield MA 01105 US,Otitis media,Streptococcal sore throat (disorder),Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,2009.0,2011.0,2015.0,2015.0,,,,,,,,,,,,,,2005.0,,11.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
091e220a-8e86-4aeb-9a01-7db19ee61f20,0.0,8,0,1,0,2014-07-14,,999-33-5240,,,,Johathan390,Braun819,,,,hispanic,puerto_rican,F,Boston MA US,17004 Noemie Meadows Boston MA 02206 US,Otitis media,Otitis media,Laceration of hand,,,,,,,,,,,,,,,2015.0,2015.0,2015.0,,,,,,,,,,,,,,,2014.0,,2.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
d84c267d-4d52-4f48-83e5-bcce7186f70f,0.0,5,1,0,0,1952-12-21,,999-60-3946,S99923337,false,Mrs.,Cary79,Hayes904,,Walsh102,M,white,english,F,Dracut MA US,8174 Korey Mission Suite 488 Northborough MA 01532 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1952.0,,64.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9ed40f39-ca08-440e-ad16-db706f2adb6f,0.0,2,0,1,0,1966-09-09,,999-94-7803,S99948219,false,Mrs.,Lourdes44,O'Connell71,,Lueilwitz197,M,white,french,F,Andover MA US,164 Cruickshank Burgs Suite 118 Falmouth MA 02541 US,Sprain of ankle,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2011.0,2015.0,,,,,,,,,,,,,,,,1966.0,,50.0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1ccab737-b32f-4b2e-9d21-5f6994f7f9eb,0.0,3,1,1,0,1972-12-30,,999-56-7673,S99943658,false,Mrs.,Ardella701,Veum775,,Bashirian57,M,white,italian,F,Berkley MA US,19550 Pouros Plains Dalton MA 01226 US,Concussion with no loss of consciousness,Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,2012.0,2013.0,,,,,,,,,,,,,,,,1972.0,,44.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
fa923d3c-4edc-4d56-87d7-61bba8ad5a37,0.0,2,0,0,0,1979-09-11,,999-71-8887,S99986862,false,Mrs.,Mazie593,Robel752,,Marquardt415,M,hispanic,mexican,F,Boston MA US,8941 Upton Lakes Framingham MA 01701 US,Prediabetes,,,,,,,,,,,,,,,,,2008.0,,,,,,,,,,,,,,,,,1979.0,,37.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6b3dd160-ccd5-4347-9cba-74f32175ecb6,0.0,5,1,1,0,1941-02-10,,999-57-1691,S99958604,false,Mr.,Jordy968,Lehner890,,,M,white,portuguese,M,Hudson MA US,692 Hyatt Valleys Barnstable MA 02630 US,Fracture of ankle,,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1941.0,,75.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4152ba88-7c76-492b-8504-935e3c6ef4f3,0.0,2,0,0,0,1980-05-11,,999-48-6946,S99986498,false,Mr.,Gisselle863,Hamill132,,,M,hispanic,puerto_rican,M,Lowell MA US,4603 Maggio Meadows Apt. 195 Boston MA 02121 US,Pulmonary emphysema (disorder),,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1980.0,,36.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8190911b-b6a4-43a9-a552-d8c1f99d3d71,0.0,5,0,1,0,2005-10-20,,999-78-8331,,,,Anibal728,Russel608,,,,white,english,F,Bridgewater MA US,986 Hoeger Inlet Apt. 814 Quincy MA 02269 US,Perennial allergic rhinitis,Childhood asthma,Otitis media,Viral sinusitis (disorder),Laceration of foot,,,,,,,,,,,,,2009.0,2010.0,2011.0,2014.0,2015.0,,,,,,,,,,,,,2005.0,,11.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7d0be623-ce60-48c9-b550-7177f0dde434,0.0,5,1,0,0,1939-06-19,,999-57-6051,S99965899,false,Mrs.,Letha864,Cronin41,,Conroy897,M,white,polish,F,Boston MA US,30100 Pattie Fork Franklin MA 02038 US,Osteoporosis (disorder),Viral sinusitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2010.0,2010.0,2011.0,,,,,,,,,,,,,,,1939.0,,77.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
09053e9e-77ef-4523-9874-4c3ab9b8348e,0.0,15,0,1,0,2010-11-30,,999-74-4807,,,,Casey697,Champlin241,,,,white,irish,F,Springfield MA US,408 Murray Springs Somerville MA 02144 US,Viral sinusitis (disorder),Acute bacterial sinusitis (disorder),Chronic sinusitis (disorder),Sprain of ankle,Viral sinusitis (disorder),,,,,,,,,,,,,2011.0,2012.0,2012.0,2013.0,2014.0,,,,,,,,,,,,,2010.0,,6.0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0
486a3c29-c288-40be-8964-066dca490cfd,0.0,6,1,0,0,1958-12-27,,999-93-9144,S99932924,false,Mr.,Jeffrey669,Wilkinson847,,,S,white,french,M,Chicopee MA US,45716 Lawson Fork Templeton MA 01468 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1958.0,,58.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4d8feaee-c09d-49ed-9185-a2c2a0fe9b42,0.0,5,0,1,0,2006-01-26,,999-57-3954,,,,Rosalind541,Collins701,,,,white,french_canadian,F,Fall River MA US,5176 Grimes Crossroad Suite 468 Marblehead MA 01945 US,Seasonal allergic rhinitis,Childhood asthma,Viral sinusitis (disorder),Acute allergic reaction,,,,,,,,,,,,,,2009.0,2010.0,2014.0,2014.0,,,,,,,,,,,,,,2006.0,,10.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
aea14661-1645-4021-874d-3a9a46a5f9c0,0.0,3,0,0,0,1992-12-08,,999-55-5261,S99943359,X59790064X,Ms.,Brisa896,Botsford852,,,,white,irish,F,Gardner MA US,971 Reuben Land Suite 665 Framingham MA 01702 US,Cystitis,,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1992.0,,24.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c75e7497-124e-41a8-9888-90c035d6ed1a,0.0,2,0,0,0,1988-01-28,,999-53-5655,S99911244,X48033280X,Mr.,Leora94,Hudson479,,,S,white,english,M,Taunton MA US,9805 Edna Fords Suite 853 Tyngsborough MA 01879 US,Hypertension,Viral sinusitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,2007.0,2011.0,2014.0,,,,,,,,,,,,,,,1988.0,,28.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
e29645d9-f748-4faf-9242-27433d02ebc9,0.0,6,1,1,0,1957-05-02,,999-90-7659,S99912274,X91151266X,Mr.,Rhea669,Fritsch881,,,S,white,italian,M,North Attleborough MA US,59336 Donnelly Rest Suite 293 New Bedford MA 02742 US,Viral sinusitis (disorder),Sprain of ankle,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,2012.0,2014.0,2014.0,,,,,,,,,,,,,,,1957.0,,59.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
c56157db-e77b-452a-8d27-f2fcb54d86a7,0.0,4,0,0,0,1961-01-09,,999-31-5944,S99923829,X16628534X,Mr.,Noemy11,Koss822,,,M,white,irish,M,Waltham MA US,13166 Kreiger Flats Apt. 243 Plymouth MA 02360 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1961.0,,55.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4f44b6b9-fc98-4661-b72e-5aafc20ad9f7,0.0,5,0,0,0,2006-12-12,,999-81-8835,,,,Curtis356,Rempel463,,,,white,italian,M,Hingham MA US,82272 Bernard Brook Somerville MA 02143 US,Acute viral pharyngitis (disorder),Otitis media,Streptococcal sore throat (disorder),Streptococcal sore throat (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,2011.0,2012.0,2013.0,2014.0,2015.0,,,,,,,,,,,,,2006.0,,10.0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
988fb4ae-b7bb-445c-bc68-d30cff9d2f26,0.0,6,0,0,0,21/08/2005,,999-77-8047,,,,Wilfredo464,Harris827,,,,hispanic,puerto_rican,F,New Bedford MA US,78986 Brown Forge Apt. 293 Gloucester MA 01930 US,Childhood asthma,Seasonal allergic rhinitis,Streptococcal sore throat (disorder),,,,,,,,,,,,,,,2007.0,2010.0,2011.0,,,,,,,,,,,,,,,2005.0,,11.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
be676c0f-12a5-48b5-a239-ccb76607a63e,0.0,8,0,1,0,2009-03-31,,999-43-4720,,,,Karelle25,Waters275,,,,white,irish,F,Framingham MA US,2375 Goodwin Forest Apt. 166 Everett MA 02149 US,Seasonal allergic rhinitis,Acute allergic reaction,,,,,,,,,,,,,,,,2011.0,2014.0,,,,,,,,,,,,,,,,2009.0,,7.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
e834edf4-ffef-4a29-a5da-00374facb26c,0.0,5,1,0,0,1942-05-15,,999-27-3773,S99978180,X21447314X,Mr.,Cornell477,Ullrich971,,,M,white,italian,M,Harwich MA US,62103 Omer Road Apt. 157 Sterling MA 01564 US,Viral sinusitis (disorder),,,,,,,,,,,,,,,,,2011.0,,,,,,,,,,,,,,,,,1942.0,,74.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3ba8eb90-8dd4-4a64-871c-08170c95dad8,0.0,6,0,4,4,1949-03-25,,999-47-7752,S99959528,false,Mrs.,Gwendolyn19,Bartell751,,Kuphal699,M,white,russian,F,Shrewsbury MA US,23333 Carroll Drive Southbridge MA 01550 US,Otitis media,,,,,,,,,,,,,,,,,2014.0,,,,,,,,,,,,,,,,,1949.0,,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
acf213a9-2286-4b7d-8103-d3a293a25f70,0.0,3,1,0,0,1965-12-27,,999-13-9950,S99992582,false,Mrs.,Marcus61,Jones188,,Reichel729,M,white,french,F,Chicopee MA US,914 Turcotte Station Dedham MA 02027 US,Acute viral pharyngitis (disorder),Sinusitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,,2010.0,2010.0,2015.0,,,,,,,,,,,,,,,1965.0,,51.0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
59e9ad51-65f7-4245-8a40-ecf85ac842df,0.0,2,0,0,0,31/01/1986,,999-20-5519,S99997759,FALSE,Mr.,Verla367,Gorczany993,,,M,white,irish,M,Plymouth MA US,80236 Bergstrom Spring Hopkinton MA 01748 US,Acute bronchitis (disorder),Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,2013.0,2015.0,,,,,,,,,,,,,,,,1986.0,,30.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8ce8cf1a-4aa3-4318-bff8-97574696ae90,0.0,2,0,0,0,1974-01-12,,999-79-7110,S99932201,false,Mr.,Dejah634,Hettinger291,,,M,white,french,M,Boston MA US,960 Kovacek Lock Lowell MA 01851 US,Acute viral pharyngitis (disorder),,,,,,,,,,,,,,,,,2010.0,,,,,,,,,,,,,,,,,1974.0,,42.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22c76054-c2ac-490c-99ca-ca13728461fb,0.0,9,0,0,0,2013-08-18,,999-50-7779,,,,Rosamond521,Boyle308,,,,white,irish,M,Wellesley MA US,89375 Mayer Squares Dartmouth MA 02714 US,Streptococcal sore throat (disorder),,,,,,,,,,,,,,,,,2013.0,,,,,,,,,,,,,,,,,2013.0,,3.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2fac12ce-7d97-4f89-99a2-289d2d47c943,0.0,6,0,1,0,2003-08-18,,999-77-8251,,,,Melyna386,Mraz739,,,,hispanic,puerto_rican,F,Boston MA US,60847 Brayan Canyon Apt. 641 East Longmeadow MA 01116 US,Sprain of ankle,Acute viral pharyngitis (disorder),Acute viral pharyngitis (disorder),Acute bronchitis (disorder),,,,,,,,,,,,,,2011.0,2012.0,2013.0,2015.0,,,,,,,,,,,,,,2003.0,,13.0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
b8e66a98-e04f-4250-838d-b96daf586a23,0.0,1,1,1,0,1989-05-09,,999-96-7631,S99971145,false,Mr.,Mozelle873,Halvorson846,,,M,white,english,M,Weymouth Town MA US,9850 Mante Groves West Newbury MA 01985 US,Acute bronchitis (disorder),Laceration of thigh,Viral sinusitis (disorder),Injury of tendon of the rotator cuff of shoulder,,,,,,,,,,,,,,2010.0,2012.0,2015.0,2015.0,,,,,,,,,,,,,,1989.0,,27.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c04b5d23-fc88-477e-9875-3cb7d14c5eab,0.0,4,1,0,0,1964-08-17,,999-36-3894,S99997125,X69343667X,Mrs.,Christiana319,Lebsack959,,Kunde898,M,white,portuguese,F,Boston MA US,1340 Breitenberg Roads Suite 413 Revere MA 02151 US,Normal pregnancy,,,,,,,,,,,,,,,,,2012.0,,,,,,,,,,,,,,,,,1964.0,,52.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ce97fe25-998b-4604-b38e-c6bd07eb1e98,0.0,2,0,1,0,1974-08-25,,999-66-2281,S99914099,X32249849X,Ms.,Ted84,Pagac871,,,S,white,english,F,Athol MA US,11566 Boyle Manor Suite 480 Braintree MA 02184 US,Prediabetes,Sprain of ankle,,,,,,,,,,,,,,,,2011.0,2012.0,,,,,,,,,,,,,,,,1974.0,,42.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1183e8f2-47f8-4e15-b8c7-1fd6742b68fa,0.0,6,0,0,0,1995-08-25,,999-21-7588,S99958043,X79964442X,Mr.,Makenna265,Hauck336,,,,white,english,M,Taunton MA US,89930 Johann Road Apt. 352 Brookline MA 02446 US,Acute viral pharyngitis (disorder),Viral sinusitis (disorder),,,,,,,,,,,,,,,,2013.0,2014.0,,,,,,,,,,,,,,,,1995.0,,21.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2e5c86d7-efdc-459f-8582-892d7b3a8735,0.0,2,0,0,0,1982-11-09,,999-79-3234,S99912803,X69382868X,Ms.,Rowena719,Bailey49,,,S,white,italian,F,Bourne MA US,85099 Cyrus Course Suite 977 Concord MA 01742 US,Streptococcal sore throat (disorder),Osteoarthritis of hip,,,,,,,,,,,,,,,,2010.0,2012.0,,,,,,,,,,,,,,,,1982.0,,34.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
